group_id,source_plant_id,target_plant_id,model_family,analysis_role,support_rule,n_supported,n_supported_days,support_retention,transfer_mae,transfer_rmse,transfer_r2,transfer_bias,local_same_rows_mae,local_same_rows_rmse,local_same_rows_r2,local_same_rows_bias
TW_4467a039e00b,PS_045,PS_046,SplineRidge,primary,CS4,470,16,0.8245614035087719,0.07024948277859892,0.10765272947215186,0.860974573809791,0.015007675824498542,0.0654993823524433,0.10064490923200106,0.8784855937978759,0.015686296875847824
TW_4467a039e00b,PS_045,PS_047,HistGradientBoosting,r1_frozen_input,CS4,417,17,0.7239583333333334,0.08817708412093689,0.12328121292672123,0.8401511442794001,0.0426474059841303,0.11596872083715326,0.1576510703189154,0.7385975933653275,-0.08813286456473118
TW_4467a039e00b,PS_045,PS_047,SplineRidge,primary,CS4,417,17,0.7239583333333334,0.0938232423779017,0.12587887139256349,0.833343822906326,0.0477121763266255,0.12363346499061764,0.16290568818599324,0.7208817508694128,-0.09812078661107583
TW_4467a039e00b,PS_045,PS_048,HistGradientBoosting,r1_frozen_input,CS4,170,18,0.23004059539918809,0.04805427306082875,0.07449427037852267,0.9374122722991249,0.019950790127308597,0.04775828233375686,0.07472584848379535,0.9370225382760806,0.008365938996324497
TW_4467a039e00b,PS_045,PS_048,SplineRidge,primary,CS4,170,18,0.23004059539918809,0.05058624730287986,0.07691034391360183,0.9332866192565827,0.017823406066723255,0.03875111708454015,0.0690166523983395,0.9462781174155367,0.00496467239259326
TW_4467a039e00b,PS_045,PS_049,HistGradientBoosting,r1_frozen_input,CS4,521,18,0.7338028169014085,0.05796453396355553,0.10592119140264109,0.8452107933273273,0.004138820149611596,0.05601763964949274,0.10510828259180754,0.847577584317931,0.0049373244122989084
TW_4467a039e00b,PS_045,PS_049,SplineRidge,primary,CS4,521,18,0.7338028169014085,0.06239643624775356,0.10567580314505985,0.8459271647156811,-0.007443103014611268,0.057208563191400094,0.10279405186123527,0.8542156413957052,0.005965996516383218
TW_4467a039e00b,PS_045,PS_050,HistGradientBoosting,r1_frozen_input,CS4,586,21,0.6967895362663495,0.05799681801692795,0.10228895228841135,0.8573617907968182,0.0036426723880658243,0.05984704261043074,0.104705927298389,0.8505413855519162,0.013938291595263231
TW_4467a039e00b,PS_045,PS_050,SplineRidge,primary,CS4,586,21,0.6967895362663495,0.06487484946588855,0.10710892412516998,0.8436025272020948,0.01218703209641367,0.06106237453006489,0.10219771871859634,0.8576161210890617,-0.003460833713216184
TW_4467a039e00b,PS_045,PS_051,HistGradientBoosting,r1_frozen_input,CS4,250,19,0.33467202141900937,0.0625281255327578,0.0915074593138983,0.9037450108485233,-0.013173187332314073,0.04584479645385231,0.08264544146041136,0.921485826695656,-0.004937434429153593
TW_4467a039e00b,PS_045,PS_051,SplineRidge,primary,CS4,250,19,0.33467202141900937,0.07585917178669803,0.10199518493597595,0.8804169588025568,0.0011777741733926005,0.04472176107912063,0.08193947602344212,0.9228214491992965,-0.0070535391487802175
TW_4467a039e00b,PS_046,PS_042,HistGradientBoosting,r1_frozen_input,CS4,472,20,0.5763125763125763,0.04024241198779149,0.07138171203030604,0.9273187824296107,0.0004414663620738827,0.05764732651091992,0.0796496530704534,0.909506778061366,-0.03724035956512267
TW_4467a039e00b,PS_046,PS_042,SplineRidge,primary,CS4,472,20,0.5763125763125763,0.05275732766558639,0.0769367297467206,0.9155663198584315,-0.011644015602284404,0.06334456666133155,0.08394373345929831,0.8994863981519033,-0.0446365196885202
